,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,430,460,2893.1506361961365,50,20,1,64,128,5.0,10,58432,-47.27697458322814,0,0.13816505670547485
