,all_losses,all_vlosses,best_epoch,total_epoch,train_time
0,22.67689709785657,21.62664521046174,142,157,150.61017894744873
1,21.631028395432693,20.628980196439304,142,157,150.61017894744873
2,20.76287372295673,19.786972045898438,142,157,150.61017894744873
3,19.947717911157852,19.029816456330128,142,157,150.61017894744873
4,19.22060296474359,18.337918403821114,142,157,150.61017894744873
5,18.53333771534455,17.669959043845154,142,157,150.61017894744873
6,17.835560334034454,17.026047926682693,142,157,150.61017894744873
7,17.175400954026443,16.393572880671574,142,157,150.61017894744873
8,16.48890099158654,15.733546721629608,142,157,150.61017894744873
9,15.784138997395834,15.087321354792667,142,157,150.61017894744873
10,15.088995517828526,14.395733759953426,142,157,150.61017894744873
11,14.359071389222757,13.706398205879408,142,157,150.61017894744873
12,13.621217385316507,13.009760147485977,142,157,150.61017894744873
13,12.851359049479166,12.296767210349058,142,157,150.61017894744873
14,12.124623616536459,11.58755395351312,142,157,150.61017894744873
15,11.368433243189102,10.884442842923677,142,157,150.61017894744873
16,10.62178469926883,10.190530239007412,142,157,150.61017894744873
17,9.915542211288061,9.493750547751402,142,157,150.61017894744873
18,9.200560740935497,8.831160325270433,142,157,150.61017894744873
19,8.48343991010617,8.17276881291316,142,157,150.61017894744873
20,7.821354010166266,7.538429455879407,142,157,150.61017894744873
21,7.21228262094351,6.936049534724309,142,157,150.61017894744873
22,6.617869059244792,6.405406169402293,142,157,150.61017894744873
23,6.069412622696314,5.8774794554099055,142,157,150.61017894744873
24,5.603031647511018,5.43064694526868,142,157,150.61017894744873
25,5.156449146759816,5.013380099565555,142,157,150.61017894744873
26,4.773270044571314,4.670658209385016,142,157,150.61017894744873
27,4.4615834554036455,4.337070954151643,142,157,150.61017894744873
28,4.184649345202324,4.0912191928961334,142,157,150.61017894744873
29,3.9613921336638622,3.891562290680714,142,157,150.61017894744873
30,3.786504109700521,3.7221188178429236,142,157,150.61017894744873
31,3.668744209485176,3.5813096853402944,142,157,150.61017894744873
32,3.549089871920072,3.4930252173008065,142,157,150.61017894744873
33,3.491712130033053,3.4253370823004308,142,157,150.61017894744873
34,3.437701885516827,3.393407870561649,142,157,150.61017894744873
35,3.3929525522085338,3.3552092038668118,142,157,150.61017894744873
36,3.3948638133513622,3.355010497264373,142,157,150.61017894744873
37,3.4003331111027646,3.355985934917743,142,157,150.61017894744873
38,3.4077359713040867,3.371672605856871,142,157,150.61017894744873
39,3.415265205578926,3.3806946094219503,142,157,150.61017894744873
40,3.418979742588141,3.3947872748741736,142,157,150.61017894744873
41,3.4420017340244393,3.411185778104342,142,157,150.61017894744873
42,3.4373924059745593,3.4048651181734524,142,157,150.61017894744873
43,3.449860010391627,3.4294668344350963,142,157,150.61017894744873
44,3.4455668131510415,3.4261028583233175,142,157,150.61017894744873
45,3.4488451052934694,3.4218817490797777,142,157,150.61017894744873
46,3.449644039838742,3.422845009045723,142,157,150.61017894744873
47,3.4444091014372997,3.4189905508970604,142,157,150.61017894744873
48,3.4293408516125803,3.414733348748623,142,157,150.61017894744873
49,3.426064906976162,3.413340788621169,142,157,150.61017894744873
50,3.4230440579927883,3.399706767155574,142,157,150.61017894744873
51,3.4342717879857774,3.3997257428291516,142,157,150.61017894744873
52,3.4150277162209535,3.37820674211551,142,157,150.61017894744873
53,3.4112169314653444,3.377066441071339,142,157,150.61017894744873
54,3.412504147260617,3.3663919889009914,142,157,150.61017894744873
55,3.3950703938802085,3.3559738061366935,142,157,150.61017894744873
56,3.3855813833383412,3.356037335518079,142,157,150.61017894744873
57,3.3724525647285657,3.3518282572428384,142,157,150.61017894744873
58,3.371465829702524,3.3470263358874197,142,157,150.61017894744873
59,3.368547879732572,3.333095501630734,142,157,150.61017894744873
60,3.3624952267377806,3.3260078919239535,142,157,150.61017894744873
61,3.366512200771234,3.322089904393905,142,157,150.61017894744873
62,3.358930930113181,3.3179442576872997,142,157,150.61017894744873
63,3.3449002779447117,3.313530995295598,142,157,150.61017894744873
64,3.351659921499399,3.3100822155292215,142,157,150.61017894744873
65,3.3622776911808896,3.311354759411934,142,157,150.61017894744873
66,3.3474230644030447,3.3110826443403196,142,157,150.61017894744873
67,3.3470365084134617,3.308902153602013,142,157,150.61017894744873
68,3.3440137031750803,3.296702164870042,142,157,150.61017894744873
69,3.3398973513872194,3.299655327430138,142,157,150.61017894744873
70,3.342485868013822,3.2970220614702272,142,157,150.61017894744873
71,3.3368330735426683,3.293539047241211,142,157,150.61017894744873
72,3.3387419871794872,3.28995733994704,142,157,150.61017894744873
73,3.3403453337840543,3.2963806054530997,142,157,150.61017894744873
74,3.3367505195813303,3.3039901439960184,142,157,150.61017894744873
75,3.3369289300380607,3.294036082732372,142,157,150.61017894744873
76,3.3422217735877404,3.2936052664732323,142,157,150.61017894744873
77,3.3333814572065306,3.3030619499010916,142,157,150.61017894744873
