,all_losses,all_vlosses,best_epoch,total_epoch,train_time
0,4.0547966590294475,4.0896196609888325,164,188,175.64028906822205
1,3.789049588716947,3.8200099162566357,164,188,175.64028906822205
2,3.5445627065805287,3.577592311761318,164,188,175.64028906822205
3,3.300672090970553,3.3257329891889524,164,188,175.64028906822205
4,3.054261232033754,3.0738689716045675,164,188,175.64028906822205
5,2.8234759599734573,2.8396600087483725,164,188,175.64028906822205
6,2.612007336738782,2.6295521075908956,164,188,175.64028906822205
7,2.456633543356871,2.4670191544752855,164,188,175.64028906822205
8,2.3598634768755007,2.3595139430119443,164,188,175.64028906822205
9,2.3172476352789464,2.31819216410319,164,188,175.64028906822205
10,2.3365838466546474,2.332448421380459,164,188,175.64028906822205
11,2.3745318681765823,2.367847687158829,164,188,175.64028906822205
12,2.414128230168269,2.407728782066932,164,188,175.64028906822205
13,2.4326887864332933,2.433708973419972,164,188,175.64028906822205
14,2.4334748096955128,2.43642327724359,164,188,175.64028906822205
15,2.4186231173001804,2.413931186382587,164,188,175.64028906822205
16,2.382452157827524,2.3848223074888573,164,188,175.64028906822205
17,2.3424854767628207,2.3437933799548025,164,188,175.64028906822205
18,2.3033500084510217,2.302297885601337,164,188,175.64028906822205
19,2.263587169158153,2.263511755527594,164,188,175.64028906822205
20,2.2330443553435497,2.2307052856836562,164,188,175.64028906822205
21,2.2006751818534656,2.2057840885260167,164,188,175.64028906822205
22,2.1844012920673075,2.1836847892174354,164,188,175.64028906822205
23,2.166484930576422,2.1648649068979116,164,188,175.64028906822205
24,2.1481591249123597,2.15296143751878,164,188,175.64028906822205
25,2.1327923505734177,2.137383143107096,164,188,175.64028906822205
26,2.1156759017553086,2.1187299337142553,164,188,175.64028906822205
27,2.0972157013721957,2.101133860074557,164,188,175.64028906822205
28,2.072751949994992,2.0699023466843824,164,188,175.64028906822205
29,2.0438563028971353,2.0485332684639173,164,188,175.64028906822205
30,2.0156846657777443,2.0212290592682667,164,188,175.64028906822205
31,1.9917616232847557,1.9958759210048578,164,188,175.64028906822205
32,1.972830552321214,1.972776241791554,164,188,175.64028906822205
33,1.951076409755609,1.9504004991971529,164,188,175.64028906822205
34,1.9331852839543269,1.9318332916651018,164,188,175.64028906822205
35,1.9211547069060497,1.9197677221053686,164,188,175.64028906822205
36,1.9046683678260217,1.9050247241289189,164,188,175.64028906822205
37,1.8957527356270032,1.898596274547088,164,188,175.64028906822205
38,1.888745821439303,1.8895126978556316,164,188,175.64028906822205
39,1.8796161749424078,1.8843014056865985,164,188,175.64028906822205
40,1.8755835508688903,1.8783298883682642,164,188,175.64028906822205
41,1.8761866642878606,1.8768185102022612,164,188,175.64028906822205
42,1.8661796374198718,1.880862064850636,164,188,175.64028906822205
43,1.8679713713817108,1.8798510478093073,164,188,175.64028906822205
44,1.8658711360051081,1.8768578064747345,164,188,175.64028906822205
45,1.8685034727438903,1.8747227008526142,164,188,175.64028906822205
46,1.8652435693985376,1.8776540022629957,164,188,175.64028906822205
47,1.8670286520933495,1.8732825548220904,164,188,175.64028906822205
48,1.8600886418269231,1.8714808439597106,164,188,175.64028906822205
49,1.8538399720803285,1.8655449060293345,164,188,175.64028906822205
50,1.8501712114383013,1.8564742650741186,164,188,175.64028906822205
51,1.846338125375601,1.854074844947228,164,188,175.64028906822205
52,1.837447533240685,1.8502963873056264,164,188,175.64028906822205
53,1.8339642255734174,1.8505335343189728,164,188,175.64028906822205
54,1.8375950348682892,1.8498320212730994,164,188,175.64028906822205
55,1.8387196858723958,1.85045530857184,164,188,175.64028906822205
56,1.834564404609876,1.850165293766902,164,188,175.64028906822205
57,1.8357068575345552,1.8526299305451221,164,188,175.64028906822205
58,1.8348957942082331,1.8506642610598834,164,188,175.64028906822205
59,1.834935310559395,1.8488123478033605,164,188,175.64028906822205
60,1.8258160322140424,1.842088479262132,164,188,175.64028906822205
61,1.8282280946389222,1.8468703979100936,164,188,175.64028906822205
62,1.8264825282952724,1.8422994369115584,164,188,175.64028906822205
63,1.8268773005558894,1.8463355822440906,164,188,175.64028906822205
64,1.824463868752504,1.8415964566744292,164,188,175.64028906822205
65,1.8249046130058093,1.8438670574090419,164,188,175.64028906822205
66,1.824166517991286,1.8435524671505659,164,188,175.64028906822205
67,1.8195149348332331,1.836374356196477,164,188,175.64028906822205
68,1.8245360545622997,1.8358234014266577,164,188,175.64028906822205
69,1.8153911492763422,1.838990602737818,164,188,175.64028906822205
70,1.8226294884314904,1.8389961291582158,164,188,175.64028906822205
71,1.8238711234850762,1.83599792382656,164,188,175.64028906822205
72,1.8207755455603967,1.8403638203938801,164,188,175.64028906822205
73,1.8099754529121594,1.8426867020435822,164,188,175.64028906822205
74,1.8154083643204126,1.8328991669874926,164,188,175.64028906822205
75,1.8123605190179286,1.8354470424163036,164,188,175.64028906822205
76,1.8142557388696916,1.8322279025346806,164,188,175.64028906822205
77,1.8114244509965947,1.8333698174892328,164,188,175.64028906822205
78,1.8038433759640424,1.8287433966612205,164,188,175.64028906822205
79,1.8070093790690105,1.8262721330691607,164,188,175.64028906822205
80,1.8101075001252003,1.8231307787772937,164,188,175.64028906822205
81,1.8060682247846553,1.8348074203882463,164,188,175.64028906822205
82,1.804598881648137,1.8276162025256035,164,188,175.64028906822205
83,1.8043140509189703,1.821836227025741,164,188,175.64028906822205
84,1.801266596867488,1.8226337677393205,164,188,175.64028906822205
85,1.8039803138146033,1.8194818985767853,164,188,175.64028906822205
86,1.7996116051307092,1.8270489863860302,164,188,175.64028906822205
87,1.7967206514798677,1.8152622565245018,164,188,175.64028906822205
88,1.7929820525340545,1.8316584856082232,164,188,175.64028906822205
89,1.7770890455979567,1.8158245086669922,164,188,175.64028906822205
90,1.7968595455854366,1.8157575802925305,164,188,175.64028906822205
91,1.792933341784355,1.8113159766564002,164,188,175.64028906822205
92,1.7873613406450322,1.8093923177474585,164,188,175.64028906822205
93,1.7853489411182892,1.8026276612893128,164,188,175.64028906822205
94,1.7767486572265625,1.7950393725664189,164,188,175.64028906822205
95,1.7820426745292468,1.808532519218249,164,188,175.64028906822205
96,1.7656482794345953,1.7829622366489508,164,188,175.64028906822205
97,1.75731932811248,1.8024961275932117,164,188,175.64028906822205
98,1.783298590244391,1.7886683879754481,164,188,175.64028906822205
99,1.7725968972230568,1.7916395969879932,164,188,175.64028906822205
100,1.7620575733673878,1.7701218189337316,164,188,175.64028906822205
101,1.7474314371744792,1.7875041717138045,164,188,175.64028906822205
102,1.7558828500600963,1.7646894210424178,164,188,175.64028906822205
