,all_losses,all_vlosses,best_epoch,total_epoch,train_time
0,23.395290276943108,23.870445838341347,252,260,260.53027868270874
1,21.52900108924279,21.946931887895634,252,260,260.53027868270874
2,19.728670560396633,20.1276362492488,252,260,260.53027868270874
3,18.005369528745995,18.387154603615784,252,260,260.53027868270874
4,16.282009026943108,16.655899243477062,252,260,260.53027868270874
5,14.66952123397436,14.92159916804387,252,260,260.53027868270874
6,13.03945531600561,13.268246186085236,252,260,260.53027868270874
7,11.417582194010416,11.614443069849258,252,260,260.53027868270874
8,9.982223901993189,10.160725715832832,252,260,260.53027868270874
9,8.62919186323117,8.869715763972355,252,260,260.53027868270874
10,7.599478697165464,7.726234631660657,252,260,260.53027868270874
11,6.692425067608173,6.8193966792179985,252,260,260.53027868270874
12,5.998812553210136,6.074918893667368,252,260,260.53027868270874
13,5.395059830103165,5.504075563870943,252,260,260.53027868270874
14,4.946707309820713,5.021491026267027,252,260,260.53027868270874
15,4.564256325746194,4.613888178116236,252,260,260.53027868270874
16,4.239573552058293,4.286781408847907,252,260,260.53027868270874
17,3.9653402475210338,4.006057201287685,252,260,260.53027868270874
18,3.751615475385617,3.7908964401636367,252,260,260.53027868270874
19,3.597966120793269,3.6133969135773487,252,260,260.53027868270874
20,3.479406503530649,3.5200085762219553,252,260,260.53027868270874
21,3.434569529997997,3.4627043895232372,252,260,260.53027868270874
22,3.4114790696364183,3.432484406691331,252,260,260.53027868270874
23,3.4256881322616186,3.44077154306265,252,260,260.53027868270874
24,3.4422454833984375,3.4527361943171573,252,260,260.53027868270874
25,3.4584992237580128,3.4772196060571914,252,260,260.53027868270874
26,3.480242215670072,3.4927747677534056,252,260,260.53027868270874
27,3.498761690579928,3.510097650381235,252,260,260.53027868270874
28,3.5011393229166665,3.5086525159004407,252,260,260.53027868270874
29,3.5056829207982774,3.516178620167268,252,260,260.53027868270874
30,3.5054481701973157,3.5126031728891225,252,260,260.53027868270874
31,3.496246337890625,3.506108650794396,252,260,260.53027868270874
32,3.4992648393679886,3.497352551191281,252,260,260.53027868270874
33,3.490046965770232,3.501980268038236,252,260,260.53027868270874
34,3.482247377053285,3.4846961192595654,252,260,260.53027868270874
35,3.4690665220602965,3.480955123901367,252,260,260.53027868270874
36,3.461888239933894,3.4701164930294723,252,260,260.53027868270874
37,3.4590943165314503,3.4634536840976815,252,260,260.53027868270874
38,3.439004360101162,3.4577065981351414,252,260,260.53027868270874
39,3.4323088817107372,3.4406009087195764,252,260,260.53027868270874
40,3.4082676814152646,3.4273282075539613,252,260,260.53027868270874
41,3.3992728208884215,3.420027121519431,252,260,260.53027868270874
42,3.3874957744891825,3.4205016111716247,252,260,260.53027868270874
43,3.3879171518179088,3.3927467052753153,252,260,260.53027868270874
44,3.370241214067508,3.380931169558794,252,260,260.53027868270874
45,3.3605108016576524,3.367361068725586,252,260,260.53027868270874
46,3.3454793294270835,3.3613882798414965,252,260,260.53027868270874
47,3.335301325871394,3.3594798552684293,252,260,260.53027868270874
48,3.3306243113982372,3.3551033704708786,252,260,260.53027868270874
49,3.343165471003606,3.365192706768329,252,260,260.53027868270874
50,3.3350857465695114,3.3436517470922227,252,260,260.53027868270874
51,3.3251761412009215,3.3461744357378054,252,260,260.53027868270874
52,3.3240450345552883,3.3354865343142777,252,260,260.53027868270874
53,3.315136249248798,3.352047602335612,252,260,260.53027868270874
54,3.3244789319160657,3.3473827166435046,252,260,260.53027868270874
55,3.325025118314303,3.3257290766789365,252,260,260.53027868270874
56,3.325102977263622,3.332380637144431,252,260,260.53027868270874
57,3.320927155323518,3.343813431568635,252,260,260.53027868270874
58,3.3094615447215543,3.3398052606827173,252,260,260.53027868270874
59,3.321012448041867,3.33043944529998,252,260,260.53027868270874
60,3.324394030448718,3.328724836691832,252,260,260.53027868270874
61,3.3156616993439503,3.330074505928235,252,260,260.53027868270874
62,3.305598332331731,3.342404243273613,252,260,260.53027868270874
63,3.3110015086638622,3.3303591899382763,252,260,260.53027868270874
64,3.3140192276392226,3.3339260786007614,252,260,260.53027868270874
65,3.3183836325620995,3.323514693822616,252,260,260.53027868270874
66,3.3031005859375,3.319862072284405,252,260,260.53027868270874
67,3.3025051019130607,3.3212934151673927,252,260,260.53027868270874
68,3.3010183481069713,3.309320303109976,252,260,260.53027868270874
69,3.2966148180839343,3.3207063919458633,252,260,260.53027868270874
70,3.29497312888121,3.3056769248766775,252,260,260.53027868270874
71,3.3049590281951122,3.3023494818271737,252,260,260.53027868270874
72,3.3087122990534854,3.320050997611804,252,260,260.53027868270874
73,3.3017726800380607,3.3081915439703526,252,260,260.53027868270874
74,3.2931956755809293,3.3129637791560245,252,260,260.53027868270874
75,3.283649151141827,3.3123856568947816,252,260,260.53027868270874
76,3.2915492913661857,3.3083680959848256,252,260,260.53027868270874
77,3.293984828851162,3.299301049648187,252,260,260.53027868270874
78,3.29088377341246,3.311928186661158,252,260,260.53027868270874
79,3.2954285450470753,3.3100624084472656,252,260,260.53027868270874
80,3.300027309319912,3.315252499702649,252,260,260.53027868270874
81,3.3021474984975963,3.312253952026367,252,260,260.53027868270874
82,3.292632665389623,3.300972180488782,252,260,260.53027868270874
83,3.2883801582532053,3.30276127350636,252,260,260.53027868270874
84,3.2889725122696314,3.3036736708420973,252,260,260.53027868270874
85,3.2833983592497997,3.3050589928260217,252,260,260.53027868270874
86,3.2863292205028043,3.3003553732847557,252,260,260.53027868270874
87,3.2867415990584936,3.2923025473570213,252,260,260.53027868270874
88,3.294676560621995,3.302418733254457,252,260,260.53027868270874
89,3.279119442670773,3.288371844169421,252,260,260.53027868270874
90,3.2756793682391825,3.3007427606827173,252,260,260.53027868270874
91,3.275810046073718,3.2942017775315504,252,260,260.53027868270874
92,3.2800159943409457,3.2979273184751854,252,260,260.53027868270874
93,3.2823431552984776,3.29982415223733,252,260,260.53027868270874
94,3.271050282013722,3.287006622705704,252,260,260.53027868270874
95,3.2815657395582933,3.2878983326447315,252,260,260.53027868270874
96,3.278264363606771,3.2729680966108274,252,260,260.53027868270874
97,3.2666537945087137,3.2822735615265675,252,260,260.53027868270874
98,3.2737816052559094,3.274303240653796,252,260,260.53027868270874
99,3.2748919755984573,3.28767937880296,252,260,260.53027868270874
100,3.267644833295773,3.2854933616442556,252,260,260.53027868270874
101,3.2701083452273636,3.2779227525759964,252,260,260.53027868270874
102,3.259469056740785,3.272463920788887,252,260,260.53027868270874
103,3.2669444940029044,3.270424035879282,252,260,260.53027868270874
104,3.2570837950095153,3.275675504635542,252,260,260.53027868270874
105,3.2515990428435497,3.274240933931791,252,260,260.53027868270874
106,3.265454414563301,3.2739376165927987,252,260,260.53027868270874
107,3.2546619513095956,3.2682357690273185,252,260,260.53027868270874
