,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,325,355,212.47751474380493,50,2,1,128,128,5.0,10,53860,-1.7441674969028542,70.23410301981464,1.365508290317645
