,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,265,295,560.4934375286102,60,20,2,512,128,5.0,10,71602,-1.4202288968204368,68.7586044259752,0.9744512118103645
