,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,111,127,121.92222499847412,50,2,1,128,128,5.0,10,53860,-12.685196224714447,43.68923121508532,1.96947587320155
