,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,11,12,9.607324838638306,64,5,2,128,128,50,10,100822,-3.1533420126821152,28.337520360946655,5.171104431152344
