,0,1
,0,0
,0,0
best_epoch,386,269
total_epoch,400,315
train_time,177.5729537010193,147.39082717895508
h_dim,40,50
z_dim,2,2
n_layers,1,1
seq_len_train,128,128
batch_size,8,8
lr_scheduler_nepochs,50,50
lr_scheduler_factor,10,10
model_param,28130,43660
marginal_likeli,-2212.5493,-10248.877
vaf,38.41932415962219,76.21792703866959
rmse,[1.66259038],[1.02642453]
