,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,310,340,1201.6848542690277,40,10,5,512,128,5.0,10,109682,-1.5557089784031577,48.13644843900965,1.2563631074880186
