,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,76,92,98.03476762771606,100,20,5,128,64,10,10,421382,-254.22760944321618,1.3089186337528758,1.713554523005852
