,best_epoch,total_epoch,train_time,h_dim,z_dim,n_layers,seq_len_train,batch_size,lr_scheduler_nepochs,lr_scheduler_factor,model_param,marginal_likeli,vaf,rmse
0,380,410,1449.1561529636383,60,20,2,512,128,5.0,10,136642,-1.2815280160188458,77.971802952299,0.8217868752883847
